JobCode,deptcount,srhrs,midhrs,jrhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
B6392,10,574.75,315,117,1,124,91,308,23,4,1
C6573,6,420,591.5,0,2,112,116,103,11,7,1
C6367,5,345,527.75,139.5,3,23,71,165,14,0,1
B6559,4,292,698.75,32,1,153,205,158,13,7,0
A6986,14,431,443.5,149.25,1,254,147,769,38,7,1
A6163,15,551.75,411.5,65,3,208,117,576,43,11,1
10803576,6,166.75,250,618,2,416,276,637,24,0,0
B6747,5,670.75,312.5,52,2,70,74,191,17,0,1
D6292,5,338,469.5,227.75,2,101,75,355,28,11,1
D6059,5,506,532.75,0,5,63,83,63,12,8,1
B6742,5,139.5,445.25,454.5,3,88,74,230,21,7,1
A6199,8,123,538,384.5,2,92,96,193,22,4,1
C6524,7,190.5,409.5,449,1,56,91,160,17,6,1
B6084,5,487.75,476.5,88,1,124,103,437,26,13,0
B5956,7,176.5,315.5,561.75,2,379,404,700,23,0,0
B6275,8,334.25,520.5,201,2,165,129,241,23,11,1
A6631,7,832.5,162.5,74.25,1,134,144,309,18,5,1
B6451,8,80.5,902.5,93,1,68,73,94,16,4,1
D5184,6,163.75,18,899,2,182,242,248,15,5,1
C6242,5,485.25,307,290.5,1,50,106,241,11,0,0
B6647,7,580.75,128,375,1,71,34,160,22,8,1
M5299,4,254,545.5,290.75,2,301,181,507,25,6,1
B6767,8,466,308.5,317.5,3,115,60,331,37,10,1
A6780,8,377,495,221.5,2,65,58,80,18,4,1
C6011,10,177,275.5,644.5,1,23,58,193,27,6,0
A6611,8,170.5,829.25,102,3,132,127,298,23,11,1
10805199,5,1115.5,7.75,0,4,110,92,228,14,4,1
C6655,9,185,652.75,291.5,2,138,88,166,23,13,1
D5227,10,468.25,415.5,252.75,5,393,240,706,28,0,1
A6996,4,84,334.75,719.5,2,40,87,158,9,5,0
B6452,9,538.5,543.5,57.5,2,57,59,156,24,11,1
10803514,5,651,463.25,27,4,53,72,193,16,5,1
10804566,5,366,464,317.5,1,123,157,253,18,9,0
J6520,6,404.5,708.5,37,2,1,37,44,16,7,0
D6197,11,281.5,754.5,114.5,1,350,135,723,37,14,0
C6618,5,395.25,411,351.5,1,100,75,330,21,16,0
B6443,12,535.5,437,186.5,2,56,37,351,49,9,0
10804386,6,488,377,295,1,82,55,105,16,8,0
10804482,6,468.5,694.5,0,1,83,101,83,16,0,1
C6086,9,293.5,556,315.75,3,225,127,508,36,6,1
B6484,5,206,370.5,602.5,2,59,58,169,19,13,0
A6625,8,670,348,171.5,3,48,35,195,33,9,1
C6444,4,151,628.5,422.75,2,163,159,304,16,4,0
D6036,12,399,395.5,408,5,373,187,839,37,10,0
J6518,6,592,522,93,2,86,154,112,13,8,0
A6691,7,599.25,0,611.75,3,41,68,73,15,6,1
C6280,9,123,815.25,274.75,7,447,221,547,27,0,0
C5870,8,275.75,434.5,503,2,58,85,144,15,0,1
B6107,5,8,708,500,2,72,121,144,13,5,1
A6022,6,224.5,363.75,629,3,374,74,619,44,5,0
C6529,6,1044.25,120.5,53,2,181,169,319,18,4,0
C6083,6,609,533.75,76.5,2,100,87,299,27,6,1
A6974,8,624.5,314.5,282,2,24,33,50,18,0,1
C5334,11,800.25,263.75,157,4,348,227,1334,39,0,1
10803815,7,341.75,679.5,202.25,4,586,344,1147,34,8,1
M5260,4,2.5,1209.25,12.25,3,179,226,444,21,0,1
C6260,7,541,656,28.25,2,148,72,491,34,8,0
10803578,7,418.5,204.5,603,2,155,85,268,22,6,1
C5706,2,0,1227,0,1,14,256,54,4,0,1
B6756,6,50.5,708.5,468.5,1,496,268,658,31,9,0
A6661,3,8.5,369.75,849.5,2,93,151,289,15,6,0
B6252,10,536,644,51,3,103,85,134,24,0,1
10645511,6,662,303.5,277.5,2,55,72,192,16,12,1
G8100,11,366.5,446.25,431.75,2,212,200,647,28,0,1
A6152,10,422,283.5,539.5,2,80,67,230,27,0,1
10805237,6,191.25,761.25,294,3,125,79,459,31,10,1
B6377,10,594,552,102,4,146,88,392,44,0,1
K7480,6,191,714,346,3,129,151,391,19,8,1
J6599,9,195.5,398,658.25,2,313,292,943,25,6,0
M5183,6,209,1021.75,23.25,2,262,334,618,19,4,0
C5585,9,192.75,866.5,203.25,4,346,186,437,31,0,0
A6710,3,100.5,411.5,751,3,141,152,198,17,0,0
B6966,7,456.75,560,248.5,4,85,63,206,23,5,0
B6696,6,533.5,540.5,211.5,1,15,47,26,11,0,1
H9133,5,466,498,323,1,91,70,285,24,0,1
S7032,4,738,479.25,70.75,3,80,181,342,12,5,1
10804271,3,216,1014.75,70,2,29,76,153,10,0,0
D5089,8,562,420.25,319.5,2,177,99,676,36,0,1
B6018,6,33,1092.5,186,2,127,101,239,22,7,1
10813871,7,245,768,299,1,204,354,171,13,4,0
A6290,13,823.5,375,120.25,1,268,139,665,35,7,1
C6645,6,82,970.25,271,1,185,115,638,28,17,0
B6166,5,569.5,714.5,44,2,144,136,122,18,0,1
A6955,8,650,374.5,304.75,2,448,208,981,41,6,1
B6788,11,992.5,187.5,150.5,3,128,81,301,28,7,1
A6495,8,330.5,776.25,226.5,2,209,116,698,35,13,1
D6306,10,514.5,425.5,396,3,191,123,268,21,11,0
K7432,2,23,750,563,1,81,365,100,5,0,0
B6683,8,543.75,546,247,3,58,47,123,20,4,1
A6917,4,509.25,249,585.25,1,134,253,231,11,7,1
10804954,9,397,923,24.25,1,124,92,568,34,0,0
10803619,8,222.5,794.75,330.5,4,260,281,661,21,0,1
H9149,6,497.5,689.75,166.5,2,229,198,461,21,0,1
A6612,11,387,842.5,126,4,260,204,499,33,8,1
C6249,5,48,599.25,718,1,141,180,295,22,4,0
10805223,5,198.75,1110.5,59.5,5,266,242,523,17,0,0
10645507,5,265,798.75,307,1,64,67,137,16,6,1
A6122,8,114,1164.5,97,4,163,117,262,27,0,1
C6551,3,132,894,351,2,23,119,34,7,4,1
10805169,8,266,762.5,350,1,89,301,317,15,5,1
C6729,7,300.25,474.75,604.25,2,224,157,708,31,9,0
C6171,9,673.75,607.5,101,2,89,95,167,16,6,0
B6943,7,318.5,623.5,440.75,2,165,179,328,18,6,0
A6075,4,266,940,177,1,152,179,289,19,6,1
10803583,7,405.5,636.5,344.75,3,127,62,250,22,7,1
C6820,9,739.5,648,7,1,141,102,161,15,9,1
10804820,7,71.75,1287.5,41.5,2,432,246,422,26,7,0
A6460,8,943.5,434.5,26,1,599,485,679,33,0,1
B6017,6,77,1171.5,158.5,2,99,117,269,21,7,1
D6090,6,108,113.5,1198.5,3,119,219,436,22,6,1
B6988,3,0,807,620.75,3,24,53,50,12,6,1
A6304,7,399.25,766.5,264.75,3,237,154,582,31,9,1
B6717,4,35,418,978,2,28,111,98,11,4,1
C6758,8,312.5,919.5,204,3,222,117,504,30,0,0
10805083,8,642,473.5,324,2,511,319,786,25,10,0
C5989,5,819,506,117,2,339,182,366,20,0,1
D5162,10,518,586.25,338.75,5,149,90,449,36,0,0
A6664,8,536,643,269.75,2,111,123,310,19,6,1
C6192,7,229,407,814,3,410,249,331,21,5,0
A6588,7,855,545.75,50.5,2,99,106,468,22,6,0
10805191,4,259,987,218.5,1,126,250,183,13,6,0
C5913,4,76,316.25,1076,2,105,88,173,15,0,0
D5240,9,921,251.5,297,2,125,67,200,26,0,1
B6631,8,735.5,295,439,2,138,228,512,34,14,1
10804627,12,703.25,627.75,140,4,287,68,336,43,11,0
A6522,9,459.75,424.5,597,2,436,266,693,26,11,1
10645496,9,301.5,965.75,215.5,4,145,86,284,30,6,1
C6177,7,444,612,428.5,2,96,75,187,26,5,1
A6925,6,572,433,487,1,50,61,100,21,11,1
D6030,7,246.5,463.5,789,3,72,67,52,15,4,1
C6027,9,166,803.25,533.5,2,84,152,270,19,9,1
D5172,11,551,833,119,3,615,382,1002,32,0,0
A6873,16,1243,155,117.5,3,181,77,427,46,0,0
C6220,6,823.5,459.5,234.75,2,144,127,173,12,8,0
A6929,7,725,611,190,3,115,49,359,38,7,1
A6686,7,673.5,542.75,312.5,2,301,320,340,17,6,1
C6181,5,899.5,630,0,2,73,85,158,12,12,1
A6436,6,799.25,263.25,467,3,101,125,338,16,4,1
10804875,6,436,873,227,3,137,78,287,23,7,1
10804906,5,573.5,497.75,465,3,73,105,186,13,5,0
B6686,10,295.5,572.5,671.75,2,196,108,261,23,0,0
B6352,8,424,578.75,541.5,2,280,189,493,21,5,1
J6526,8,455.75,1013.5,88,2,45,67,145,16,9,1
A6407,4,778.75,753.5,29,2,204,559,332,15,0,1
G8103,9,242,829,490.25,2,314,161,675,36,9,1
B6156,6,982.25,531.25,55.5,2,173,122,571,23,8,1
J6625,8,1137.75,304,135.5,5,47,51,156,28,9,1
10803711,3,720.25,684.25,176,2,102,91,135,10,4,1
D5198,7,236,960.75,386.5,2,418,446,601,26,6,0
B6101,6,244,748.5,603.5,2,131,109,262,23,9,0
A6587,10,492.5,526,578.5,1,116,64,427,34,5,1
10804625,6,831,767,0,4,40,59,129,20,7,1
10804967,8,1097.25,422.5,94.75,4,364,171,972,44,0,1
K7472,10,809.5,626.5,183,5,692,691,840,26,0,1
A6669,9,160,576.5,890,3,466,291,1317,36,9,1
M8123,6,112.75,1091,433,4,512,358,1154,26,0,1
D6176,8,853.5,471,322.5,2,55,29,67,27,9,0
A6023,8,404,247.25,1002.5,4,523,268,1266,44,0,1
10803611,7,459,506.5,692,4,52,29,41,21,4,1
B6327,4,203.25,1343.75,121.75,2,135,179,283,13,4,0
B6287,6,580.25,193,897.5,1,319,229,494,19,7,0
C6081,9,1037.75,419,219,2,246,117,345,33,11,1
B6032,9,331,1275.5,71.5,4,44,74,107,19,0,0
A6666,7,464.5,883.75,330,3,77,64,178,18,10,1
B6614,3,263.5,614,802.5,3,107,130,254,14,0,1
B6598,5,617.5,192.75,873,1,31,49,85,13,8,1
A6066,7,783,895,12,3,91,96,105,16,0,1
M5134,7,74,1215,404,3,276,159,354,26,8,1
M5125,6,1,1408,302,2,37,83,105,20,12,1
C6830,8,559,779.5,376,2,232,50,68,29,8,0
B6196,8,363.75,726.5,625,1,128,86,325,29,0,1
A6109,6,92,1225.5,405,3,99,158,204,22,11,1
H9147,7,1185,348,195.25,3,87,74,112,19,8,1
A6510,6,14,873.25,845.25,2,47,92,152,12,6,0
10645417,11,757.75,809.75,169,2,143,87,335,33,0,1
10804805,5,1258.25,480.75,2,2,178,183,669,24,0,1
F9720H,11,1135,342.5,280.75,3,152,47,143,36,7,1
10804799,6,684.75,866,208,2,180,116,630,26,0,1
10803541,7,676.25,795.75,288.5,1,137,107,481,30,8,1
B6387,8,1,31.25,1736,4,74,213,142,16,0,1
B6522,8,860,909,13.5,2,65,95,224,21,4,0
D5163,7,198,680.5,907,2,109,59,83,18,0,0
C6464,9,636.75,424.75,740.5,3,97,91,135,21,0,1
C5811,3,556.25,1247.25,0,2,64,90,114,10,0,0
B6309,11,641.25,942,224.5,3,679,298,729,38,9,1
A6244,8,426,656,756,2,89,154,250,20,10,0
B6962,10,975.75,342.25,521,2,204,64,646,53,13,1
B6249,5,394,534.75,913.5,2,68,212,120,12,6,1
10803511,9,559,994.5,295.5,4,506,206,1647,58,10,1
A6262,7,373.75,1140.5,338.75,2,42,94,113,16,6,0
J6710,7,811.75,849.5,196.5,3,126,101,158,25,7,1
A6592,3,0,686,1182.75,1,10,274,78,7,5,0
D5226,9,383.25,449.75,1037.5,3,127,109,277,19,0,1
B6844,10,444.75,1181.25,248.5,2,328,197,242,17,7,1
D5214,6,287,999,592,3,35,56,156,15,7,0
B6666,9,1311,175.5,395,2,318,149,639,31,7,1
C6149,10,390.5,798,696,2,189,99,327,30,8,1
B6001,9,734,839.75,311,2,224,165,601,28,8,1
A6695,10,146,726.25,1019.25,3,417,248,807,34,14,1
B6232,6,306.5,1394,198,2,398,347,441,24,7,1
D5024,3,0,1912,0,1,42,361,103,4,0,0
D5121,6,325,1232.75,359,2,384,302,427,24,7,1
10804887,7,317,873,774,3,234,308,363,17,4,0
B6675,8,895,851.5,230.5,2,201,172,165,17,12,1
A6544,2,237.5,1280.75,463,3,65,157,228,9,4,1
C6571,8,1280,525,179,3,82,43,123,29,8,1
10805257,7,557,621.25,814.5,3,47,29,100,27,8,1
K7523,8,765.5,545.75,684.75,5,150,87,313,32,8,1
B6618,10,617.5,963.5,423.5,4,258,107,708,48,0,1
C5105,6,545.5,489,984.5,2,378,305,531,22,0,1
C5881,5,504.5,1299.75,238.5,1,392,334,417,19,0,0
10803825,8,333,1344.75,370,3,108,109,101,16,0,1
10803697,4,1942,105.75,2,2,181,182,335,15,0,1
C6139,10,871.5,1151.5,33.5,2,133,67,168,31,0,1
B6933,5,33.5,1784.5,248,1,217,139,318,23,10,1
B6259,7,518.5,1189.5,359.5,4,55,42,156,25,0,1
10804535,8,642.25,1205,253,2,890,374,912,47,11,0
C6831,8,895.5,977,238.25,4,536,186,876,40,7,0
K7470,8,502.25,917,703.25,4,490,396,929,26,10,1
K7519,8,755.25,840.5,534,3,285,221,326,20,8,0
10803717,10,1454.25,470.25,210.5,5,959,401,1855,49,8,1
B6074,12,1635.5,159.5,347.5,3,82,82,220,23,8,1
A6300,5,398,1061,696,2,183,319,344,20,5,1
D5107,12,574,1146,440.5,2,113,97,343,28,6,1
10803768,11,548.75,1003,617.75,2,78,80,308,33,4,1
A6851,12,316.5,846.25,1013,4,566,285,943,39,6,1
D5106,11,1072.25,1011.5,92.75,3,331,192,551,29,0,1
A6803,5,1041.25,937,200,2,91,114,127,14,0,0
C6327,7,378,583.5,1238,1,192,131,465,26,7,1
J6713,9,590.75,1298.5,311.5,3,177,132,661,28,5,0
C6423,12,1049.5,725,430.5,2,161,78,324,36,8,1
C6716,5,793,1067.25,352.25,2,66,61,349,30,6,0
A6301,12,1063.75,920.25,235,1,367,178,616,33,5,1
10805044,8,735.25,765,737.25,3,60,30,44,28,8,1
A6334,7,405.25,589.25,1286.5,4,433,301,775,31,0,1
10804673,8,545,616.5,1120.25,1,374,318,552,30,16,0
C6622,9,473.5,1476.25,340.75,4,396,165,545,37,8,0
B6173,5,712,959.75,626,4,128,91,181,16,8,1
A6100,11,660.5,1036.5,617,3,108,168,369,22,4,1
C6494,10,1659.25,224,482.25,2,237,122,798,42,10,1
A6330,7,77.5,1873.5,439.25,3,405,193,812,44,12,0
A6387,11,230,1697.5,505.5,2,272,245,658,31,11,1
A6124,5,518.5,947.5,979.5,3,216,190,508,26,6,1
A6846,8,292.5,1298.75,861.5,1,240,181,352,24,15,1
10803600,3,1097,1386.25,4.5,2,63,120,138,11,4,0
B6908,9,1081.75,860,552.75,3,237,121,260,27,4,1
C6736,8,474,1646.5,382,3,360,237,484,25,9,0
M5166,3,94,1172,1244.25,3,383,308,802,36,12,0
C6296,11,651,1029.25,870.5,2,329,138,562,35,12,1
10803695,10,1614,701.25,257.5,3,216,93,330,32,10,0
B6967,7,848.5,1166.25,611,4,106,60,161,28,4,1
C6063,3,396.5,1529.5,714.5,1,256,329,368,15,0,1
10805276,11,1051.75,998.5,602.75,3,101,46,388,49,10,1
B6726,14,1518.5,766.75,385,2,313,65,461,58,11,1
10804527,5,256.25,656.5,1758,1,528,805,928,22,6,1
A6488,8,830.5,513,1332.75,1,315,297,479,25,6,1
B6508,8,1482.5,832.75,367,2,496,163,576,37,0,1
H9138,9,1067.5,823,836.25,7,289,139,390,36,4,1
B6318,13,1771.75,751,214,2,162,63,358,52,0,0
10803846,11,1555.5,1065.5,132,2,224,114,382,30,10,1
A6906,10,402.5,945,1424.75,2,76,109,323,28,8,0
A6332,3,1783.25,813.75,178,4,137,150,310,18,4,0
D5031,9,317,1755.25,703.25,2,271,105,590,45,0,0
A6449,9,1978.5,388,420,1,93,84,230,26,8,0
10805182,10,387,657.25,1877,1,343,556,880,32,5,0
A6442,11,1134.5,1115,696.5,3,543,180,1192,54,7,1
B6786,6,403.75,1154.25,1397,2,113,91,256,21,5,0
P5035,12,817,1071.25,1067,5,1200,404,1987,54,6,0
10805130,14,1548,552,865.5,4,918,319,1338,49,4,0
10805188,10,803.5,1079,1089.75,1,68,131,380,40,15,0
F9712,6,2363.5,438,195.5,1,43,98,24,16,15,1
D5256,6,961.25,1152.75,915.75,2,215,154,509,25,6,1
A6257,9,646.5,1439.75,971.25,4,478,171,1402,59,16,1
A6389,12,1431.5,1042.75,596.25,3,531,287,1033,51,21,1
A6303,10,1632.25,1354.25,87.5,4,549,310,850,31,6,0
K7463,11,810.75,1143.75,1160.25,4,718,410,801,29,0,1
B6476,7,166,1605,1447,3,303,213,594,36,0,1
A6119,10,484.5,1984.5,774,3,83,88,134,27,5,1
A6941,16,1864.5,1200.5,197,2,314,130,539,44,19,1
10803749,7,1502,650.25,1136.75,2,274,113,431,40,5,1
M9142,3,274,1557,1483,4,343,183,521,34,15,0
C6105,5,579.5,1073.75,1715,2,148,137,282,18,10,0
B6353,5,1178.75,1151,1044,3,228,151,424,26,6,0
B6109,7,726.25,1182.5,1547.5,2,232,193,353,22,8,0
C6229,8,409,2013.5,1070,1,100,129,294,34,10,0
10805268,5,1291.75,2112,89,2,170,220,379,13,5,0
D5147,10,795.25,2372.5,400.5,1,620,131,1137,57,0,0
10803624,5,172,1223,2190.5,3,366,399,795,21,0,0
10804512,11,621,1335,1670.5,1,504,396,849,42,8,0
M5162,3,1079.25,860.5,1700,1,259,271,499,24,4,1
M7163,5,951.25,293.25,2453.25,4,434,385,645,24,11,1
C6675,7,3299,425,0,1,148,112,81,19,9,1
A6315,10,568.75,1740.5,1432.75,2,538,333,696,36,8,1
A6247,9,955.75,1170,1617.5,3,257,200,327,24,4,1
B6653,7,2228,1398.5,134,2,219,130,132,19,13,1
A6437,6,935,1260.25,1637.75,2,170,127,403,27,12,0
A6263,11,1472.25,1478.5,1007.25,2,121,93,224,33,5,0
B6725,16,2264.75,1253.75,460.5,2,312,80,352,55,13,0
C6802,13,1803.5,1288.25,933.75,3,677,213,985,49,0,0
J6679,7,1442.5,2256.75,383,3,90,76,332,29,7,1
B6031,11,2529.75,1248.25,347.5,2,148,108,257,33,13,1
C5774,9,789.5,2150,1454,2,253,137,316,29,0,1
H9130,11,2810,649.5,959.75,5,281,127,485,54,9,1
B6548,7,45,2404.5,1985.5,3,160,170,112,23,0,1
10804892,12,3089.5,1150,218,6,438,275,1312,44,0,0
G8102,13,970,2812.75,1047.75,5,742,266,1690,61,21,0
B6483,7,915,2978.25,974.5,3,308,120,329,32,0,1
10804384,11,711.5,3417,769.5,4,601,319,521,35,0,0
H9131,9,3154.5,1302.5,672.5,5,457,221,835,44,4,1
10804753,8,837.25,3493,817,2,674,340,391,29,8,0
B6816,8,1856.5,3168.5,127,3,162,184,149,20,10,1
D5199,12,2522.25,2100.5,1033,1,304,271,360,22,4,1
A6200,10,3032.25,1593.5,1233.75,4,286,131,586,48,4,1
B6511,9,714.5,3094,2447.5,2,361,150,374,45,7,1
J6553,11,1196.75,4259.5,884.5,6,316,163,619,42,10,1
10804270,12,1198.25,4686.5,891.25,3,1114,455,851,48,9,1
C6676,6,2074,3064.5,2032,2,247,89,56,30,5,1
B5508,6,2956.75,2609.25,1869.25,5,739,365,747,31,0,0
10803557,18,4355,2980.25,841.25,4,621,122,968,85,13,0
G8106,11,3136.5,4740.75,506,6,321,214,253,32,10,1
C6949,10,1170,4860.75,2375,3,443,176,340,53,9,0
B6487,10,6325,916.5,1283,2,395,121,237,48,14,1
10804216,8,3140.25,4019.5,1471.5,1,410,337,337,30,0,1
D5216,11,6887.5,2073.25,65.5,4,835,517,894,36,4,1
10803672,13,2161.25,4133.75,2943,5,1167,212,1452,87,0,0
B5701,8,2800.25,5488.75,1985,3,1027,603,1162,41,0,1
C6395,10,1778.5,6586.25,3763.5,3,196,157,442,52,8,0
B5654,8,2451.75,8425,4800.75,3,761,395,1082,35,0,1
C5180,12,3513,10432.75,7811.75,4,617,341,937,62,0,0
A6520,13,5557.25,12431,4603,5,880,305,817,63,9,1
