,JobCode,deptcount,srhrs,midhrs,jrhrs,totalhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
1193,10837973,5,0,72.5,117.5,190,1,10,54,23,6,6,0
120,C6945,5,21.75,153,15.5,190.25,1,34,59,126,10,0,0
558,10805051,6,125.75,64.75,0,190.5,2,73,123,84,8,5,1
1480,10821562,4,79.5,11,100,190.5,1,147,181,152,9,7,0
1191,10801909,5,55.25,93.5,42,190.75,1,62,78,207,10,6,1
1260,10804005,7,45.75,107,38,190.75,1,128,193,147,11,6,0
1599,M9509H,2,22,85,84.5,191.5,2,9,7,30,11,8,0
1237,10804609,5,37.25,151,3.5,191.75,1,12,60,86,10,6,1
959,10832662,4,0,192,0,192,2,1,25,13,6,5,0
214,10837871,3,33.25,94,65,192.25,2,11,33,89,10,7,1
1079,D6221,5,178.5,11,3,192.5,3,69,89,148,10,5,0
1749,10645643,7,48,81.5,64,193.5,3,37,69,223,15,5,1
741,B6184,5,27.5,58.5,107.75,193.75,1,260,389,632,13,8,0
172,10646151,8,38.5,87,68.5,194,2,23,37,130,15,6,0
1740,D6161,8,113,38,44,195,3,14,27,147,19,5,1
1515,B6379,6,44.5,0,150.5,195,1,26,44,61,8,5,0
1322,10804637,3,4,108,83,195,1,6,25,26,6,5,1
1266,10804058,4,70.75,97.25,27.25,195.25,3,29,57,144,14,4,0
884,10819594,6,45.75,29.25,120.25,195.25,2,85,137,403,16,4,0
336,B6663,8,16.75,137.5,41,195.25,2,19,51,109,18,7,1
1553,10864479,5,83,28.5,84,195.5,1,15,18,30,9,4,1
840,B6937,9,71.25,87.5,37,195.75,1,33,48,135,18,5,1
262,10803712,4,34,0,162,196,3,9,19,35,6,0,1
860,C6481,6,107.5,64,25,196.5,1,19,22,80,12,4,1
15,10876755,3,197,0,0,197,1,16,116,34,4,4,1
1280,10804577,6,180,5,12,197,2,19,59,50,10,6,0
1147,10804987,6,96.5,55,45.5,197,1,181,215,329,17,5,0
1384,10805185,6,51,59,87,197,2,57,70,123,15,4,1
797,10657672,8,168.25,8,21.25,197.5,2,18,30,145,19,0,1
968,10804726,5,118.5,40,39,197.5,1,68,58,125,18,4,1
648,D5175,5,23.5,127.5,46.5,197.5,2,23,76,147,10,6,0
524,10804448,5,92,106,0,198,1,43,53,45,11,0,1
792,10765416,6,27.5,127.5,43,198,2,146,233,121,10,6,1
107,10804862,4,27,149.5,21.5,198,1,66,128,97,8,6,0
1785,S5667,1,62,102,34.5,198.5,2,32,202,301,7,4,1
731,A7651,6,48.5,69.5,80.5,198.5,2,9,30,209,20,6,1
1251,C6859,6,46.5,76,76,198.5,1,63,60,160,16,12,1
633,A6621,4,27.5,9,162,198.5,2,98,132,301,14,8,1
1557,M8128,5,4.5,178.75,15.5,198.75,3,184,177,408,15,5,1
934,A6372,3,2,82.75,114,198.75,2,16,72,186,9,0,0
1023,C6020,7,57.25,77.5,64.5,199.25,2,21,46,115,18,11,1
886,10826984,6,2,117.5,80,199.5,3,23,88,63,9,5,0
1153,10805031,3,16,0,184,200,1,55,115,102,6,4,1
1371,A6294,5,117.5,40.75,42,200.25,1,52,49,138,12,5,0
978,10803616,2,31,163.5,5.75,200.25,1,22,60,176,9,5,0
1063,C6603,3,78.5,90,32,200.5,2,21,79,67,9,0,1
709,S5480,1,23.5,66.5,110.5,200.5,1,28,100,201,7,11,0
850,A6993,5,32,145.5,23.25,200.75,2,56,51,167,15,0,1
116,10803840,5,162,17,22,201,3,0,9,39,10,4,0
1322,A6459,6,68,40.5,92.5,201,2,64,72,296,16,0,1
913,A7398,4,14,166,21,201,1,10,36,55,10,5,0
1203,A6189,5,0,117.5,83.5,201,1,0,17,43,12,4,1
1170,10804791,3,13,94.5,94,201.5,1,70,207,50,8,6,1
1678,10804202,4,122.5,32.75,46.5,201.75,2,205,561,297,10,6,0
822,10820357,6,131,36,35,202,2,30,60,194,13,6,0
320,C6236,5,73.5,22,106.5,202,1,14,19,54,11,6,1
800,10805034,5,42,130.5,29.5,202,1,123,141,115,9,5,0
1026,10804874,2,40.5,160.25,1.5,202.25,1,16,42,102,7,8,1
1065,10817413,5,88,112,2.5,202.5,3,3,4,34,17,7,1
359,10815149,7,2.25,167,33.5,202.75,3,39,75,334,17,7,1
1230,10804732,4,82,37,84,203,1,58,63,81,9,4,1
772,D6188,6,26.5,14.5,162.25,203.25,1,112,149,207,12,6,1
1588,B6263,7,56.5,55,92,203.5,1,284,365,454,13,5,1
1659,C6374,10,77.5,65.5,61,204,2,30,44,201,23,0,0
1406,10803737,6,22.5,70,111.75,204.25,1,54,76,206,18,7,1
657,A6561,5,69.25,54.5,81,204.75,3,306,326,502,21,0,0
842,10825966,6,89,28,88,205,3,13,20,49,12,8,1
1722,D6210,8,153.75,30.5,21,205.25,1,40,30,66,11,4,1
820,10874825,6,40,66.5,99,205.5,1,53,90,128,12,4,1
1334,A6406,6,43,106.5,56.25,205.75,2,58,91,190,14,6,0
971,C6709,6,96,4,106,206,1,26,60,62,8,7,1
1086,C6713,5,37,83,86,206,1,69,185,97,8,8,0
188,10804943,6,10,92.5,103.5,206,3,11,82,75,12,4,1
526,10804704,4,178,28.5,0,206.5,1,21,88,59,6,4,1
1056,10803867,7,27,153,26.5,206.5,2,19,49,107,13,5,0
448,10804792,4,0,188,18.5,206.5,1,3,59,26,5,4,0
1668,10804248,8,154,50.5,2.5,207,4,45,62,135,15,4,0
1793,S5358,3,15,150.5,41.5,207,1,92,181,160,8,0,1
564,D6048,1,0,207,0,207,1,1,37,1,1,0,0
501,10803842,4,0,144,63,207,1,24,88,80,12,6,0
617,C6644,7,0.5,49.75,157,207.25,1,66,154,222,10,9,0
131,A7461,5,22,177.75,8,207.75,1,30,58,260,14,5,1
79,10804540,4,82.5,125.75,0,208.25,1,10,32,44,8,4,1
1176,10868790,4,26,141,41.5,208.5,1,31,48,67,9,4,0
1522,A7454,5,23.5,37.25,147.75,208.5,2,17,46,162,12,7,1
782,B6467,8,144.5,32,32.5,209,1,40,41,151,19,0,1
872,J6569,7,38.5,137.25,33.25,209,5,265,324,608,16,4,1
1140,10803890,5,85,0,124.5,209.5,2,1,11,21,8,6,1
912,B6678,5,48,44,117.5,209.5,1,5,56,47,10,4,1
413,10804746,5,46.5,74,89,209.5,1,24,34,53,9,4,1
1681,10804087,2,102.5,42,65.5,210,2,28,69,150,12,7,0
880,K7530,4,21,189.25,0,210.25,2,32,53,47,5,5,1
110,C6866,5,30,82.25,98.25,210.5,1,6,28,140,15,4,1
567,B6778,2,161,50,0,211,1,3,28,9,3,4,0
1815,A6991,3,3,46,162.5,211.5,1,93,333,197,9,5,0
1449,C6925,5,0,55,156.5,211.5,1,0,15,12,6,5,0
28,A6837,3,169,0,43,212,2,15,29,101,8,7,1
909,A6482,5,47.5,16,148.5,212,2,44,81,125,14,5,0
1401,A6317,5,98.5,2,111.75,212.25,2,4,67,142,8,6,1
1306,D5203,7,60.25,38,114.5,212.75,1,42,83,303,14,0,1
1128,10804070,1,2,117.25,93.5,212.75,2,135,311,597,13,4,0
688,10832954,4,19,85.5,108.5,213,1,19,123,33,5,6,0
357,C6330,5,1,188,24,213,2,35,59,86,12,6,1
326,C6541,6,53,6.5,154,213.5,2,44,46,137,15,8,1
551,10801154,8,67,147,0,214,1,32,51,212,16,4,0
51,B6258,6,62.25,41.25,110.5,214,1,171,155,409,19,0,1
1718,K7482,5,18,166,30.25,214.25,3,45,123,230,11,5,0
1705,10833237,5,125.5,89,0,214.5,3,43,53,112,12,8,0
942,10865427,2,38.5,176,0,214.5,2,11,53,63,5,4,1
1645,10804534,9,3,108.25,103.5,214.75,2,19,103,133,14,6,0
642,C6028,8,18.5,78.5,118,215,1,30,72,197,18,4,1
1066,10889157,4,116.5,62.75,36.5,215.75,2,11,32,48,9,5,0
415,10803885,7,27.5,147.5,40.75,215.75,3,91,172,212,15,8,0
1580,10676574,7,75.5,11,130,216.5,1,72,90,239,13,5,0
218,A6516,5,34,108,74.5,216.5,1,9,25,40,8,0,1
1673,10820358,5,46.5,99,71.5,217,3,96,101,393,19,7,0
432,10804865,5,107,22.75,87.5,217.25,4,111,147,159,9,5,0
365,B6721,4,53.5,74,90,217.5,2,14,92,78,8,4,1
565,B6743,7,152.5,65.5,0,218,2,16,23,67,12,7,1
1614,K7540,7,45.5,126.5,46,218,4,80,111,360,18,13,1
1394,A6812,5,19,23,176,218,1,35,65,83,11,0,0
1204,K7490,8,39,36.5,142.75,218.25,1,44,82,200,16,6,1
673,A6153,7,94,75,49.5,218.5,1,43,65,159,15,0,0
351,A7652,5,79,53,87.5,219.5,1,27,57,58,10,11,1
1041,10803793,2,35.5,0,184,219.5,2,13,90,97,7,0,0
1113,10804147,2,5,205.5,9,219.5,2,33,126,285,9,8,1
178,A6444,5,19,73.5,127.25,219.75,2,85,144,284,15,5,1
1272,10800391,6,47.5,142.5,30,220,3,100,144,300,15,4,1
808,A6853,4,40,103,77,220,1,69,133,95,10,4,0
588,10817990,6,0.5,220.25,0,220.75,2,3,32,141,9,6,1
768,10804962,3,32.5,92.5,96,221,4,144,215,245,11,4,0
1075,C6299,11,28,91,102,221,1,105,213,414,28,5,1
1478,C6237,5,27,165.75,28.25,221,1,52,83,225,16,4,1
1592,10835142,5,139.25,59,23.5,221.75,2,58,90,94,11,5,1
916,D5045,6,14,47.5,160.5,222,2,89,88,289,18,0,0
406,A7595,5,169,13.5,40,222.5,2,33,115,25,8,9,1
320,10848058,5,121,63.5,38,222.5,3,102,158,125,11,5,0
728,A6982,5,93,51,78.5,222.5,2,47,87,234,12,0,1
923,10699624,4,48,15.75,159,222.75,1,15,56,125,7,4,1
1026,D6066,6,214.5,8.5,0,223,1,70,81,101,10,6,0
1073,10804844,4,71,23,129,223,1,141,193,134,13,4,0
1469,A7388,5,41,112.5,69.5,223,1,48,71,100,10,5,1
1294,10882789,5,0,47,176,223,2,80,165,181,9,4,1
1345,10676572,6,65.75,86.75,71,223.5,2,22,42,155,15,0,0
98,10877453,5,110.25,113.5,0,223.75,1,36,41,114,14,4,1
871,10803943,5,96.5,113.25,14,223.75,2,68,116,282,17,6,1
1647,10804518,5,158,64,2,224,1,43,37,28,8,5,1
318,10863144,7,114.75,10.5,99,224.25,3,38,58,87,11,10,1
866,B6045,5,25,147.5,52,224.5,1,64,152,182,9,7,0
147,D5071,4,139,86,0,225,1,162,291,227,8,0,1
190,C6958,6,30,64.5,130.5,225,3,118,212,196,9,13,0
1609,B6766,5,104.25,101.75,19.75,225.75,1,41,48,226,15,7,0
83,10853518,3,226,0,0,226,1,10,253,38,3,4,1
244,10804649,2,32.5,13.5,180,226,1,87,237,82,6,4,0
1672,D5117,3,0,132,94,226,3,38,57,133,10,0,0
934,10853376,5,118.5,107.75,0,226.25,3,10,29,95,14,8,0
1499,D5136,5,74.25,129.5,22.5,226.25,2,105,168,269,14,0,1
189,A6365,7,13.5,9.25,203.5,226.25,1,251,502,804,23,7,0
168,10805052,3,97.5,116,13,226.5,1,26,64,56,7,4,0
1498,H9165,4,68.5,40,118,226.5,2,37,89,87,9,4,0
1077,H9163,3,52,81,93.5,226.5,1,12,66,29,6,0,0
1089,C6507,3,0,18,208.5,226.5,3,6,32,42,8,5,0
1622,S5606,1,63,20.75,143,226.75,1,43,109,284,10,8,1
1265,10852696,5,6,82.5,138.5,227,3,28,46,68,10,7,0
1821,C6123,2,128,94.5,5,227.5,2,70,25,104,12,8,1
1010,10803254,9,60,141,26.5,227.5,1,138,249,266,13,6,0
888,10892406,6,3,32,192.5,227.5,1,61,61,111,11,7,1
863,10874963,6,99,18.5,111,228.5,1,33,44,83,10,5,1
253,10804819,6,81,140,8.5,229.5,2,44,78,82,16,6,1
1701,D6330,6,32.5,84,113,229.5,1,62,38,66,13,8,1
1390,10804486,3,0,206,24,230,1,0,58,32,9,4,1
1611,10824603,4,73,109.5,48,230.5,1,25,31,53,9,8,1
632,B6733,4,68,140.5,22,230.5,2,8,42,70,10,4,0
278,B6069,3,51,29,150.5,230.5,2,4,21,64,10,8,1
689,10804171,3,30.5,200,0,230.5,2,50,99,66,5,7,0
488,10813873,3,0,222.5,8,230.5,2,21,141,122,6,4,0
1188,10805166,5,18.5,113,99.5,231,1,44,35,79,11,4,1
1464,B6440,5,167.5,56.5,8,232,2,81,124,116,9,4,0
1169,10817306,8,57.5,170.5,4,232,1,17,11,51,16,9,1
276,10874346,6,44.5,102.5,85,232,2,68,73,210,16,5,1
1615,10850620,4,141,73.75,17.5,232.25,2,12,39,35,8,8,1
903,10805095,5,78,24.5,130,232.5,1,13,22,64,10,0,1
643,10859656,3,54.5,165,13,232.5,2,13,32,42,8,11,0
701,10803520,8,15.5,127.5,89.5,232.5,3,24,46,240,19,10,1
1577,A6727,3,134,36,63,233,2,2,15,49,10,4,0
1807,C6189,4,156,72,6,234,1,4,23,17,5,0,1
892,10853529,3,114,120,0,234,3,35,156,114,7,11,0
1015,A6076,4,22.5,188.5,23,234,1,156,289,381,13,0,0
1114,10804917,4,86.5,37,111,234.5,1,55,61,87,12,7,1
980,10813493,5,10.5,106.75,117.5,234.75,1,154,164,407,15,7,1
765,10805391,3,23,212,0,235,1,14,47,101,10,4,1
1524,A6310,4,7,193.75,34.5,235.25,1,49,140,82,8,5,0
1298,A6270,5,63.5,107.25,65,235.75,2,87,134,383,16,0,1
158,10812170,7,125,79,32,236,1,76,151,129,12,5,1
582,F9693,3,80,156,0,236,2,0,18,8,4,15,0
1118,10804427,5,78.25,88.5,70,236.75,1,28,39,80,14,4,1
1798,B6472,6,168,48.75,20.5,237.25,1,49,80,195,18,7,0
1163,10803894,5,14,188.25,35.25,237.5,3,32,29,102,16,6,0
1531,10824624,5,55,172.75,10,237.75,2,204,146,350,23,10,0
1519,A6454,4,196.5,40.75,1.25,238.5,2,17,39,124,9,7,0
645,A6819,6,66,161.5,11,238.5,1,7,20,49,12,6,1
298,C5611,4,42.5,73.5,123.5,239.5,2,80,204,198,9,0,0
1828,A6366,5,113.5,89.25,37,239.75,1,9,52,120,7,4,1
1050,C6913,4,108,84.5,47.5,240,1,7,29,25,6,5,1
1168,N8563,2,1.5,0,238.5,240,2,0,44,58,4,4,1
956,10803946,4,8,232.25,0,240.25,4,40,171,139,6,4,1
142,10862491,5,149.5,82.5,8.5,240.5,3,12,18,23,10,6,0
407,10840534,4,123.75,41.5,75.5,240.75,1,144,149,293,14,5,1
1335,A6575,5,12,58.75,170,240.75,3,30,78,249,18,8,1
846,10804559,4,77,35,129.25,241.25,2,109,131,221,16,4,0
1816,B6946,5,106.25,80.25,55.5,242,2,36,49,157,15,0,0
1457,D5139,3,37.5,153.75,51,242.25,2,13,50,134,10,7,1
1388,B6550,4,175.25,45.5,22,242.75,2,15,21,58,14,0,1
917,F9721,4,57.5,75,110.5,243,1,17,75,22,10,9,0
248,10646117,8,29,19.5,194.5,243,1,42,48,163,17,6,0
1780,B6682,4,39,105,99.75,243.75,2,20,51,49,7,0,0
130,10804170,2,33.5,13.5,197.25,244.25,1,54,118,231,9,6,0
311,10865907,5,115,129.5,0,244.5,1,21,44,71,8,6,1
986,10805128,5,58,9.5,177,244.5,2,28,46,208,17,8,0
954,C6198,6,29.5,149.75,65.75,245,1,110,208,525,15,10,0
230,A6320,2,2,158,85,245,2,38,150,44,8,0,0
1620,D5021,5,54,156.25,35,245.25,2,59,59,167,11,0,0
945,10796986,6,73,172.5,0,245.5,2,29,50,27,8,6,1
1053,10834007,7,51.5,132.75,61.25,245.5,1,40,81,162,14,4,1
1771,10804960,5,105.5,132.25,8,245.75,3,65,117,192,10,7,0
796,B6580,5,7,70.5,168.25,245.75,1,113,210,364,15,4,0
250,10829455,7,96.5,103.5,46,246,2,37,81,118,11,4,1
580,10829651,7,91,155.5,0,246.5,2,22,39,137,21,4,1
1537,K7497,7,5,121.5,120.5,247,2,59,116,162,13,4,0
379,10803776,4,131.75,115.75,0,247.5,2,16,39,83,10,7,0
236,10862950,6,71,77.75,99,247.75,1,39,68,238,14,4,0
89,K7478,4,179.25,54.75,14,248,2,59,236,94,7,5,1
989,10804242,5,135,81,32,248,1,32,68,219,15,4,0
1034,10805005,5,60,61,127,248,1,34,72,66,10,9,1
1849,L5014,9,57,39,152,248,1,38,58,197,18,4,0
1847,M8119,6,32.75,156,59.25,248,3,28,42,187,17,6,1
437,B6599,7,75,26,147.5,248.5,1,33,18,56,15,0,1
698,D6257,5,60,168.5,20,248.5,2,43,40,144,13,4,0
639,B6255,4,0,34,214.5,248.5,1,1,39,42,6,8,0
1000,C6183,6,9,61,178.75,248.75,1,0,23,71,13,5,0
696,10804707,7,130,87,32,249,1,53,52,105,18,12,0
241,10804037,4,85,20,144,249,1,98,281,268,10,6,0
962,S5329,6,24,125.5,99.5,249,2,82,187,233,12,0,1
1630,B6344,4,136,43.25,70,249.25,1,22,25,37,8,0,0
1182,B6230,3,67,79.75,102.5,249.25,2,11,38,98,6,5,1
396,10804926,5,143,59,48,250,1,17,66,63,7,6,0
561,B6921,4,248.5,1.75,0,250.25,3,26,30,90,10,4,0
214,C6418,5,29.75,66,154.5,250.25,1,58,109,132,11,8,1
1466,10805222,7,0,43,207.25,250.25,3,138,282,281,14,9,0
185,B6317,2,123,109.5,18,250.5,2,10,37,43,8,6,1
1068,10831426,5,111.75,33.75,105,250.5,2,121,164,543,16,5,0
1682,10846981,4,0,160.5,90,250.5,1,47,79,67,9,6,1
111,H9095,5,210.5,18,22.25,250.75,3,97,117,187,13,0,1
681,K7518,4,65,7,178.75,250.75,1,28,130,44,4,8,0
1353,A6212,8,136,71,44,251,3,25,33,92,17,0,1
1008,10864518,7,134,31,86.5,251.5,2,67,92,198,20,8,0
361,C6986,5,9.5,22,220,251.5,1,14,38,95,11,4,0
900,D6131,6,63.5,131.5,57,252,1,104,104,203,14,7,0
698,A7192,5,16,126,111,253,1,41,81,33,10,6,1
1743,A6597,2,37.5,49.75,166,253.25,2,1,16,11,4,4,0
1313,10804419,5,24.75,176.5,52,253.25,2,17,31,31,8,6,0
664,10805088,6,41,169,44,254,1,19,39,178,18,4,0
76,10804075,2,32,169,53.5,254.5,1,35,67,283,15,4,1
386,K7534,3,89.5,152,13.25,254.75,1,9,49,47,5,6,0
1379,B6077,8,54.25,102.5,98,254.75,1,11,44,120,20,0,1
339,10803888,1,20.5,37,197.25,254.75,1,44,67,314,16,4,0
815,B6607,9,166.5,88.75,0,255.25,2,5,26,52,15,5,1
1676,10804645,6,108.5,43,104,255.5,2,65,58,141,15,7,1
957,A6302,6,49,78,128.5,255.5,1,121,144,301,18,0,0
1082,D5209,8,12,172.25,71.25,255.5,1,14,23,117,20,7,0
1467,10816839,8,149.75,45,61,255.75,2,110,79,276,17,4,1
1011,10874852,4,6.25,32.5,217,255.75,1,4,38,81,10,4,1
779,N8573,4,34,145.5,76.5,256,1,23,46,22,7,4,1
60,A6783,6,1,130,125,256,1,22,49,129,14,4,1
418,K7563,3,117.25,113.5,26,256.75,2,32,50,44,8,5,1
1752,C6946,8,148.5,76,32.5,257,1,28,38,159,16,7,0
245,10859260,1,14.5,169.5,73,257,1,92,128,288,12,7,1
1275,10874821,2,3,68.5,186,257.5,1,108,210,236,10,4,0
44,10804397,5,241,0,18,259,1,17,32,25,7,5,1
165,10804930,6,65,109,85,259,1,57,100,71,9,8,1
749,A6035,6,34,212.5,13,259.5,1,44,42,82,15,0,1
1211,H9112,5,0,24,235.5,259.5,2,13,67,22,8,7,1
736,10848710,2,234,26,1,261,1,28,47,20,5,6,1
965,M7157,3,191.5,69,0.5,261,2,38,365,201,5,6,1
1510,10890754,5,158,56,47,261,1,37,38,54,10,5,1
402,C6203,7,107.75,94.75,58.75,261.25,1,77,57,237,15,12,0
1684,10874163,5,28.25,128,105,261.25,2,72,77,112,13,4,0
1541,10891705,3,98.5,47,116,261.5,1,8,17,40,10,4,0
1400,H9158,7,223.75,12,26,261.75,2,42,77,128,15,0,1
972,10805221,9,76.5,161.25,24.5,262.25,4,223,175,259,25,11,1
1476,10876754,5,163.5,74,25,262.5,6,28,39,61,13,7,1
73,10804276,5,6,79.75,176.75,262.5,1,14,50,71,10,5,1
69,10819588,5,124,48.75,91,263.75,3,47,65,62,9,7,1
524,10875268,5,151.5,112.5,0,264,1,139,102,139,12,10,0
857,10805121,6,71,53,140,264,1,122,271,254,12,5,0
309,D6164,5,54,127,83,264,1,73,90,74,9,11,0
512,A7462,3,0,264,0,264,1,0,46,78,5,4,0
572,10803790,3,109,155.5,0,264.5,2,0,7,40,7,6,1
851,B6991,5,0,172.5,92,264.5,1,61,183,143,11,5,0
1446,B7210,2,0,0,265,265,1,0,88,7,2,6,0
1071,A7315,5,122,76.75,66.5,265.25,1,145,172,247,18,6,1
558,C6051,5,112,154,0,266,1,88,116,133,11,7,0
305,10804680,5,98,142,26,266,1,191,282,184,14,9,1
1183,10857670,2,87,127.5,52,266.5,1,122,302,482,11,4,0
713,10804843,6,197.75,70,0,267.75,1,142,190,248,12,5,1
177,10805281,4,145,114,9,268,1,12,26,29,6,7,1
543,B6106,4,8,260,0,268,1,23,50,15,4,5,0
1506,10803740,2,0,42,226,268,2,8,67,45,7,5,1
1542,A6126,7,143.5,27,97.75,268.25,2,72,137,172,9,0,1
381,A6327,4,105.75,123.75,39,268.5,1,7,46,99,8,7,1
1086,10825388,9,95.5,146.5,27.75,269.75,3,54,45,256,27,4,1
140,D6078,6,142.5,8,119.5,270,1,12,23,76,12,4,1
1009,B6016,7,56.5,3,210.5,270,1,31,59,81,11,4,0
315,10804377,5,45,129,96,270,1,18,74,93,9,10,1
98,C6383,4,167,75,28.5,270.5,2,38,46,111,11,8,1
338,K7464,4,84,185.5,1,270.5,2,49,130,108,7,0,1
1083,A6740,7,33.25,102.75,134.5,270.5,1,45,101,298,15,0,0
1535,10803791,8,65.5,59,146.5,271,1,169,132,291,19,0,1
108,10863816,5,207.5,64,0,271.5,3,54,45,106,13,9,0
990,C6876,6,61.5,140,70,271.5,1,50,38,104,16,7,1
1105,10804350,6,20,200.5,51,271.5,3,124,161,292,16,8,0
1561,A7131,5,57.25,81,133.5,271.75,2,18,38,85,12,5,1
1535,A7770,3,0,0,272,272,1,0,29,27,4,4,0
735,10804476,7,11,113.5,148,272.5,1,348,353,546,21,8,0
1659,10789534,6,65.75,171,36,272.75,1,74,102,232,14,8,1
1538,10882791,3,5,35,233,273,2,93,183,165,11,4,1
1547,10859655,7,191.5,63,20,274.5,3,17,44,58,11,5,1
1601,10683234,3,65,59,151,275,2,20,68,101,9,4,1
672,10803904,1,52,73.5,149.5,275,1,75,167,399,10,4,0
110,10803517,4,19,180,76,275,2,111,74,256,20,4,0
583,B6615,5,16,259,0,275,1,17,53,34,6,0,0
152,10804815,5,166.5,74,35,275.5,2,53,129,98,11,4,1
1838,A6523,6,87,116,73,276,2,10,60,82,9,7,1
157,A6496,5,19.75,96.75,159.75,276.25,2,29,70,275,17,7,1
1101,A6952,8,79,19.5,178.25,276.75,1,48,65,110,14,0,0
1281,10804606,2,67.75,54.5,155.25,277.5,3,244,303,203,14,13,0
233,10814832,6,4,121,152.5,277.5,2,115,226,166,15,5,0
1163,10880777,5,37,47,194,278,2,30,34,47,10,7,1
667,10804842,3,153,125.5,0,278.5,2,0,20,1,3,8,0
676,C6199,6,98,141.5,39,278.5,1,71,117,96,11,4,0
1326,D5159,10,86,61,131.5,278.5,1,95,84,300,21,0,0
238,B6186,6,22,113,143.5,278.5,2,59,86,258,18,8,0
813,10859657,4,27.25,209.5,42.5,279.25,1,43,53,78,10,10,0
430,10804178,5,27.5,154.5,97.5,279.5,1,45,166,113,9,6,0
326,10803860,5,58,167.5,55,280.5,2,10,18,59,12,10,1
323,10805080,7,43.5,110,127.5,281,2,227,170,505,22,9,0
1063,10874151,4,2,109.5,170,281.5,1,17,74,128,10,4,1
798,10813870,3,1,254,26.5,281.5,2,38,143,38,5,4,0
775,10805236,8,175.25,26,80.5,281.75,3,82,51,160,15,11,1
304,A7931,7,77,163.75,41,281.75,1,22,21,35,12,6,1
1170,B6636,5,37,187,58,282,2,2,23,83,11,5,1
1351,10805035,2,6,0.5,275.5,282,2,10,60,79,4,4,1
1362,P5032,7,31,238.25,13,282.25,1,43,85,142,13,6,1
1208,B6431,9,58.5,32,192,282.5,2,18,27,118,18,6,1
681,A7177,6,252,5,26,283,2,21,32,46,11,6,1
249,10803875,6,219.25,34.75,29,283,2,62,67,85,11,9,1
891,A7185,8,76.75,176.25,30,283,1,112,111,371,16,6,0
271,10804932,4,37,167,79,283,1,30,142,196,12,6,0
164,10763912,5,99.5,54,129.75,283.25,3,20,60,141,10,4,1
1451,A6021,4,100,82.5,101,283.5,2,3,25,106,10,5,0
991,K7552,5,61.5,93.5,128.5,283.5,2,40,67,115,10,5,0
1813,M7149,4,21.25,95.5,166.75,283.5,1,99,284,161,6,7,0
856,T5054,6,0,83.5,200,283.5,1,42,98,260,19,4,1
1774,A6171,5,0,253,31,284,1,43,135,151,10,5,0
129,D5054,5,159.25,125,0,284.25,2,36,78,54,9,0,1
774,A7687,7,109.5,71.75,103,284.25,1,5,25,206,16,9,1
660,10892886,6,133,142.5,9,284.5,6,86,183,157,16,6,1
299,10840303,5,30.75,171,82.75,284.5,1,99,129,162,12,7,0
468,10804224,6,0,267.5,17.5,285,4,51,116,240,13,7,0
168,B6919,6,84,39.25,162,285.25,2,22,38,131,12,6,0
773,A7779,3,0,286,0,286,1,4,29,28,5,4,0
1305,10804984,4,90,43.75,152.5,286.25,2,23,88,181,9,4,1
1624,10761417,6,147.5,56,83.5,287,1,35,59,263,16,9,1
317,B6862,3,73,142,72,287,2,4,22,19,7,5,0
1068,B6025,4,0,96,191,287,1,27,68,107,14,0,0
925,N8550,5,107,150,30.5,287.5,3,25,25,145,16,6,0
153,D6305,6,199.25,84.75,4,288,1,89,67,100,13,4,1
530,10805103,2,0,288,0,288,1,0,64,5,4,4,1
790,10803671,2,0,200,88,288,1,0,77,21,5,9,0
351,A6390,4,48,53,187.5,288.5,1,17,130,72,6,11,1
814,10761402,8,124,147.5,17.5,289,1,20,43,215,18,8,1
74,10804503,3,108,147.5,33.5,289,2,8,37,82,7,4,0
304,B6624,6,159.75,39,90.75,289.5,2,196,93,224,18,5,1
769,A6613,4,159.5,92,38,289.5,3,39,72,224,14,7,1
1651,S6054,1,0,62,227.5,289.5,1,8,84,71,6,0,1
1257,10839101,1,10.75,66.5,212.5,289.75,1,106,189,501,14,7,0
1169,C5823,7,142.75,20.75,127,290.5,2,107,126,217,11,0,0
1079,G8146,3,28,60,203,291,3,31,91,46,7,5,0
1583,10813586,6,122,121,48.5,291.5,2,34,34,83,12,4,1
54,B6188,7,42.5,106.5,142.5,291.5,1,33,67,161,14,6,1
825,10803836,6,90,78,124,292,1,91,103,202,12,5,1
176,10814494,5,84.5,32.5,176,293,1,165,182,217,13,5,0
303,B6169,5,13,201,79,293,1,38,79,103,11,6,0
1670,10805194,2,2,27,264,293,3,31,144,138,7,6,0
641,B6244,3,53.5,240,0,293.5,1,4,25,31,8,0,1
1520,10874169,6,22.5,111,160,293.5,2,27,62,107,13,4,0
368,10803248,6,98.75,77,118,293.75,2,42,53,72,14,6,1
1585,K7451,3,1,90,203,294,1,69,389,201,5,0,0
1642,J6869,2,0,0,294,294,3,2,68,36,4,5,0
108,L5015,8,2,53,239.5,294.5,1,63,100,250,18,4,0
968,J6658,3,26,37.5,232,295.5,2,26,111,42,8,4,0
802,10804111,3,0,205.5,90.25,295.75,1,106,361,157,6,5,1
804,A6296,7,79.5,89.5,127.75,296.75,1,94,82,354,20,7,0
1568,10803735,7,81,144,72,297,1,67,80,112,9,4,1
705,B6333,4,297,1.75,0,298.75,2,17,29,110,9,4,0
