,JobCode,deptcount,srhrs,midhrs,jrhrs,Psrhrs,Pmidhrs,PjrHrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
1346,10803723,11,534.5,765.0,672.0,0.27111336545777326,0.3880294192239412,0.34085721531828556,2,230,75,413,45,10,0
1347,10805222,7,0.0,43.0,207.25,0.0,0.17182817182817184,0.8281718281718282,3,138,282,281,14,9,0
1348,10816839,8,149.75,45.0,61.0,0.5855327468230694,0.17595307917888564,0.23851417399804498,2,110,79,276,17,4,1
1349,10804333,2,2.0,415.5,578.75,0.0020075282308657464,0.4170639899623588,0.5809284818067754,3,244,364,297,14,8,0
1350,A7388,5,41.0,112.5,69.5,0.18385650224215247,0.5044843049327354,0.3116591928251121,1,48,71,100,10,5,1
1351,10803849,3,65.0,2.0,0.0,0.9701492537313433,0.029850746268656716,0.0,2,11,57,7,5,4,1
1352,10780666,3,0.0,18.0,0.0,0.0,1.0,0.0,2,3,114,149,5,6,1
1353,F9737H,3,87.0,22.5,0.0,0.7945205479452054,0.2054794520547945,0.0,3,23,74,30,5,14,1
1354,10780588,3,26.0,0.0,0.0,1.0,0.0,0.0,2,8,114,137,5,7,0
1355,10833237,5,125.5,89.0,0.0,0.585081585081585,0.4149184149184149,0.0,3,43,53,112,12,8,0
1356,10805017,4,51.5,50.5,0.0,0.5049019607843137,0.4950980392156863,0.0,1,4,35,37,6,4,1
1357,10821843,3,30.0,0.0,0.0,1.0,0.0,0.0,1,18,206,50,5,9,1
1358,10803617,4,11.0,16.0,12.5,0.27848101265822783,0.4050632911392405,0.31645569620253167,1,20,29,70,7,6,1
1359,10804667,9,47.5,997.5,19.5,0.04462188821042743,0.937059652418976,0.018318459370596524,3,363,297,461,26,7,1
1360,10803651,7,19.5,97.5,56.0,0.11271676300578035,0.5635838150289018,0.3236994219653179,2,21,49,98,12,7,1
1361,10859794,4,6.0,75.0,20.5,0.059113300492610835,0.7389162561576355,0.2019704433497537,1,60,91,200,17,8,0
1362,10874825,6,40.0,66.5,99.0,0.19464720194647203,0.3236009732360097,0.48175182481751827,1,53,90,128,12,4,1
1363,10804584,7,883.5,2459.5,287.25,0.24337166861786377,0.6775015494800634,0.07912678190207285,1,458,240,442,28,13,1
1364,10820357,6,131.0,36.0,35.0,0.6485148514851485,0.1782178217821782,0.17326732673267325,2,30,60,194,13,6,0
1365,10706721,6,3.0,7.75,121.5,0.022684310018903593,0.05860113421550094,0.9187145557655955,1,43,144,416,16,4,0
1366,10803805,7,1982.5,2213.5,1242.0,0.36456417800662005,0.40704303052592866,0.22839279146745126,2,371,332,608,21,4,1
1367,10803836,6,90.0,78.0,124.0,0.3082191780821918,0.2671232876712329,0.4246575342465753,1,91,103,202,12,5,1
1368,10874165,2,6.0,27.0,15.0,0.125,0.5625,0.3125,1,24,58,75,6,4,0
1369,10803982,11,808.5,2976.25,671.0,0.18145093418616395,0.667957134040285,0.15059193177355104,3,63,43,141,53,9,0
1370,10816438,6,11.0,54.75,48.25,0.09649122807017543,0.48026315789473684,0.4232456140350877,1,13,80,96,9,10,0
1371,10804220,5,16.25,317.75,60.0,0.041243654822335024,0.8064720812182741,0.15228426395939088,3,62,119,228,12,4,1
1372,10803536,7,171.5,689.75,393.5,0.13668061366806136,0.5497110978282527,0.313608288503686,1,371,244,634,30,6,0
1373,10804357,3,0.0,12.0,28.0,0.0,0.3,0.7,1,31,260,84,4,8,1
1374,10803736,9,65.5,550.75,8.25,0.10488390712570056,0.8819055244195356,0.01321056845476381,2,165,158,244,23,14,1
1375,10813005,5,32.0,320.25,175.0,0.06069227121858701,0.6073968705547653,0.3319108582266477,2,124,65,273,20,4,1
1376,H9175,7,639.5,555.25,248.25,0.44317394317394315,0.3847886347886348,0.17203742203742203,2,122,116,302,23,14,1
1377,10804916,12,435.25,320.0,117.5,0.49871097106846174,0.3666571183042108,0.1346319106273274,3,1305,421,1733,41,12,0
1378,10803801,8,321.75,315.5,17.25,0.49159663865546216,0.4820473644003056,0.026355996944232237,4,111,99,227,18,4,0
1379,10805049,5,71.25,273.0,5.0,0.2040085898353615,0.7816750178954903,0.014316392269148175,1,9,113,137,9,5,0
1380,C6699,9,225.0,177.0,394.75,0.2823972387825541,0.2221524945089426,0.4954502667085033,2,184,134,374,21,9,1
1381,10825966,6,89.0,28.0,88.0,0.43414634146341463,0.13658536585365855,0.4292682926829268,3,13,20,49,12,8,1
1382,10805179,6,349.0,20.0,55.0,0.8231132075471698,0.04716981132075472,0.12971698113207547,2,152,203,242,14,14,1
1383,10804834,5,488.75,369.0,249.0,0.44160831262706124,0.33340862886830813,0.22498305850463068,2,149,95,296,23,5,1
1384,10811482,9,651.75,1883.0,779.5,0.1966508259787282,0.5681526740589877,0.2351964999622841,3,707,143,954,66,10,1
1385,10827096,3,0.0,2.0,0.75,0.0,0.7272727272727273,0.2727272727272727,2,6,90,57,4,5,0
1386,10804560,8,1156.5,2193.5,457.5,0.3037426132632961,0.5760998030203546,0.12015758371634931,4,172,131,155,24,9,1
1387,10804754,7,41.5,1190.0,615.5,0.022468868435300486,0.6442880346507851,0.33324309691391446,2,367,250,356,24,11,1
1388,10805038,6,457.0,555.25,1033.5,0.22338995478430893,0.27141635097152633,0.5051936942441647,2,94,79,177,18,9,0
1389,F9737,5,989.5,351.0,119.0,0.6779719081877356,0.24049331963001028,0.0815347721822542,1,46,98,32,11,15,0
1390,10827151,5,27.0,136.0,141.0,0.08881578947368421,0.4473684210526316,0.46381578947368424,2,70,74,126,13,5,0
1391,10803623,4,0.0,50.0,82.0,0.0,0.3787878787878788,0.6212121212121212,2,7,51,45,6,8,0
1392,10840068,8,98.5,71.0,162.0,0.2971342383107089,0.21417797888386123,0.48868778280542985,1,36,91,65,9,7,0
1393,10803661,4,3.0,93.0,74.0,0.01764705882352941,0.5470588235294118,0.43529411764705883,2,13,39,23,7,5,1
1394,10804151,4,30.0,34.5,12.5,0.38961038961038963,0.44805194805194803,0.16233766233766234,1,112,294,188,7,8,0
1395,10805121,6,71.0,53.0,140.0,0.2689393939393939,0.20075757575757575,0.5303030303030303,1,122,271,254,12,5,0
1396,10836181,2,0.0,24.5,21.0,0.0,0.5384615384615384,0.46153846153846156,1,32,126,84,8,4,0
1397,10805163,7,150.0,240.5,215.0,0.2477291494632535,0.39719240297274977,0.3550784475639967,4,29,56,203,18,8,1
1398,10804922,9,361.0,975.75,250.5,0.22743739171523075,0.6147424791305718,0.15782012915419752,2,123,90,124,17,7,1
1399,10874963,6,99.0,18.5,111.0,0.43326039387308535,0.08096280087527352,0.48577680525164113,1,33,44,83,10,5,1
1400,10853736,7,222.0,61.0,189.0,0.4703389830508475,0.1292372881355932,0.4004237288135593,1,312,323,333,20,4,0
1401,10822845,9,162.0,846.5,513.5,0.10643889618922471,0.5561760840998686,0.3373850197109067,2,181,152,614,41,9,0
1402,10824461,9,268.5,804.5,262.5,0.201048296518158,0.6023961063272183,0.19655559715462373,5,907,605,607,28,10,0
1403,10824786,5,612.5,211.5,239.5,0.5759285378467325,0.19887165021156558,0.22519981194170194,1,36,38,38,15,5,1
1404,10885447,4,0.0,77.0,108.0,0.0,0.41621621621621624,0.5837837837837838,1,3,101,44,5,8,1
1405,10803976,1,5.0,122.5,200.75,0.015232292460015232,0.3731911652703732,0.6115765422696116,1,94,182,565,12,9,0
1406,10803943,5,96.5,113.25,14.0,0.4312849162011173,0.506145251396648,0.06256983240223464,2,68,116,282,17,6,1
1407,10803606,2,2.0,41.5,10.5,0.037037037037037035,0.7685185185185185,0.19444444444444445,1,21,65,115,7,5,0
1408,10919547,1,0.0,5.0,15.5,0.0,0.24390243902439024,0.7560975609756098,1,16,90,24,2,4,1
1409,10825846,4,268.0,331.5,214.5,0.32923832923832924,0.40724815724815727,0.2635135135135135,3,59,39,193,25,4,1
1410,10856864,7,1518.75,817.0,605.25,0.5164059843590616,0.277796667800068,0.20579734784087045,5,257,130,231,32,8,1
1411,B7000,6,17.0,3.0,298.0,0.05345911949685535,0.009433962264150943,0.9371069182389937,1,2,63,89,8,6,0
1412,10804989,5,849.0,1847.75,77.0,0.3060838215412348,0.6661559260928346,0.0277602523659306,2,60,84,339,20,7,1
1413,D6151,10,426.25,1035.0,1011.25,0.1723963599595551,0.4186046511627907,0.4089989888776542,5,289,140,766,45,7,0
1414,10803253,7,95.0,62.0,472.25,0.15097338100913787,0.09852999602701629,0.7504966229638459,1,40,149,274,19,9,0
1415,10804738,8,2314.0,463.75,1330.0,0.5633254214594364,0.11289635445195058,0.323778224088613,3,466,230,620,34,15,1
1416,D6254,6,115.5,150.25,108.5,0.30861723446893785,0.4014696058784235,0.2899131596526386,2,119,101,267,19,12,1
1417,10819594,6,45.75,29.25,120.25,0.23431498079385404,0.14980793854033292,0.615877080665813,2,85,137,403,16,4,0
1418,10857799,2,0.0,0.0,14.75,0.0,0.0,1.0,1,0,224,43,2,8,1
1419,10804110,4,86.75,138.75,372.0,0.14518828451882845,0.23221757322175732,0.6225941422594142,1,24,47,134,14,6,0
1420,10826984,6,2.0,117.5,80.0,0.010025062656641603,0.5889724310776943,0.40100250626566414,3,23,88,76,10,5,0
1421,10803725,5,71.0,474.25,12.0,0.12741139524450426,0.8510542844324809,0.021534320323014805,1,73,100,92,13,5,0
1422,10892406,6,3.0,32.0,192.5,0.013186813186813187,0.14065934065934066,0.8461538461538461,1,61,61,111,11,7,1
1423,10803843,4,40.5,46.25,11.0,0.4143222506393862,0.4731457800511509,0.11253196930946291,2,0,15,35,9,7,0
1424,10804891,7,161.5,758.0,738.5,0.0974065138721351,0.4571773220747889,0.445416164053076,1,239,166,416,28,9,1
1425,A7185,8,76.75,176.25,30.0,0.2712014134275618,0.622791519434629,0.10600706713780919,1,112,111,371,16,6,0
1426,C6868,7,67.0,51.0,44.0,0.41358024691358025,0.3148148148148148,0.2716049382716049,1,105,223,208,13,6,0
1427,10803932,9,1418.0,764.25,1474.25,0.3878025434158348,0.20901134965130588,0.4031861069328593,5,538,193,636,35,8,1
1428,10850826,4,107.0,0.0,310.5,0.2562874251497006,0.0,0.7437125748502994,1,36,215,69,10,10,1
1429,10874168,2,3.0,78.0,22.0,0.02912621359223301,0.7572815533980582,0.21359223300970873,1,1,49,34,6,4,0
1430,10875820,5,0.0,24.0,55.0,0.0,0.3037974683544304,0.6962025316455697,1,9,35,66,9,4,1
1431,10829824,5,35.75,52.0,47.0,0.2653061224489796,0.38589981447124305,0.34879406307977734,2,6,16,30,12,5,1
1432,D6131,6,63.5,131.5,57.0,0.251984126984127,0.5218253968253969,0.2261904761904762,1,104,104,203,14,7,0
1433,10837318,7,135.0,248.5,78.0,0.29252437703141926,0.5384615384615384,0.16901408450704225,2,60,92,119,15,11,1
1434,10803613,7,5.0,40.0,27.5,0.06896551724137931,0.5517241379310345,0.3793103448275862,1,9,24,71,12,10,0
1435,10805011,2,0.0,0.0,28.0,0.0,0.0,1.0,1,5,45,12,4,4,0
1436,A7163,6,211.5,84.0,26.0,0.6578538102643857,0.26127527216174184,0.08087091757387248,1,127,133,262,16,7,0
1437,10853366,5,4.75,102.0,13.0,0.03966597077244259,0.8517745302713987,0.10855949895615867,1,4,29,65,9,7,0
1438,A7613,6,121.25,234.75,98.0,0.2670704845814978,0.5170704845814978,0.21585903083700442,2,14,29,237,24,7,1
1439,10823962,9,145.75,435.5,91.5,0.21664808621330361,0.6473429951690821,0.13600891861761427,2,56,36,104,22,10,1
1440,10804406,2,6.0,18.0,23.0,0.1276595744680851,0.3829787234042553,0.48936170212765956,2,0,10,11,4,4,0
1441,D6229,7,300.75,175.0,38.0,0.5854014598540146,0.340632603406326,0.07396593673965937,2,20,17,26,21,10,0
1442,A7398,4,14.0,166.0,21.0,0.06965174129353234,0.8258706467661692,0.1044776119402985,1,10,36,55,10,5,0
1443,D6203,5,30.0,37.5,119.0,0.16085790884718498,0.20107238605898123,0.6380697050938338,1,95,152,134,11,8,0
1444,10898532,3,1.0,5.0,16.0,0.045454545454545456,0.22727272727272727,0.7272727272727273,2,65,244,411,9,4,0
1445,10804335,2,327.25,539.5,2223.0,0.10591471801925723,0.17460959624565095,0.7194756857350918,3,237,364,235,14,10,1
1446,A7313,3,233.0,462.0,402.0,0.2123974475843209,0.4211485870556062,0.3664539653600729,1,21,105,41,6,5,0
1447,10804944,7,84.5,77.5,481.0,0.13141524105754276,0.12052877138413685,0.7480559875583204,2,80,104,411,23,7,0
1448,10711214,10,268.25,531.5,16.0,0.32883849218510575,0.6515476555317192,0.01961385228317499,3,80,117,571,32,6,1
1449,10804121,8,198.0,235.75,34.0,0.4233030464991983,0.504008551576697,0.07268840192410475,1,185,274,532,19,5,1
1450,10841741,5,130.25,197.0,86.5,0.3148036253776435,0.4761329305135952,0.20906344410876132,2,12,43,151,16,6,1
1451,10848731,1,0.0,8.75,2.0,0.0,0.813953488372093,0.18604651162790697,1,15,30,35,3,7,0
1452,10804390,4,2.5,522.5,72.25,0.004185851820845542,0.8748430305567183,0.12097111762243616,3,373,412,353,14,6,0
1453,10699624,4,48.0,15.75,159.0,0.21548821548821548,0.0707070707070707,0.7138047138047138,1,15,56,125,7,4,1
1454,10829456,3,0.0,56.0,18.0,0.0,0.7567567567567568,0.24324324324324326,2,3,42,20,5,4,0
1455,N8550,5,107.0,150.0,30.5,0.37217391304347824,0.5217391304347826,0.10608695652173913,3,25,25,145,16,6,0
1456,10826465,3,86.25,496.0,13.0,0.14489710205795883,0.8332633347333054,0.021839563208735827,1,21,50,64,12,6,0
1457,10803586,5,780.25,110.0,17.5,0.8595428256678601,0.12117873863949326,0.019278435692646655,2,116,189,522,17,5,1
1458,10824548,5,44.5,630.0,384.0,0.042040623523854515,0.5951818611242324,0.3627775153519131,1,165,64,360,31,10,0
1459,10854610,1,221.0,871.0,147.75,0.17826174631982256,0.7025610002016536,0.1191772534785239,1,156,124,273,20,5,1
1460,10804586,5,369.5,350.0,1411.0,0.1734334663224595,0.16428068528514433,0.6622858483923961,1,60,89,57,16,10,0
1461,10828470,3,246.0,150.5,7.0,0.6096654275092936,0.37298636926889717,0.01734820322180917,2,32,59,33,6,4,1
1462,10892427,5,76.0,0.0,24.0,0.76,0.0,0.24,1,25,46,37,7,11,1
1463,D6038,5,26.0,88.5,60.0,0.1489971346704871,0.5071633237822349,0.3438395415472779,1,106,147,171,10,8,1
1464,10893465,4,130.0,531.0,3.0,0.19578313253012047,0.7996987951807228,0.004518072289156626,1,90,187,82,9,6,0
1465,10875819,2,0.0,11.0,34.0,0.0,0.24444444444444444,0.7555555555555555,1,6,40,55,5,4,1
1466,A7612,7,197.5,50.5,80.0,0.6021341463414634,0.15396341463414634,0.24390243902439024,1,75,44,149,17,7,1
1467,10805245,2,27.5,0.0,5.0,0.8461538461538461,0.0,0.15384615384615385,1,7,16,8,3,7,0
1468,10851179,4,0.0,2.5,2.0,0.0,0.5555555555555556,0.4444444444444444,1,3,29,23,7,4,0
1469,10803833,6,63.0,69.0,32.75,0.38239757207890746,0.4188163884673748,0.19878603945371776,2,51,74,138,12,4,1
1470,A7164,5,10.0,36.0,113.0,0.06289308176100629,0.22641509433962265,0.710691823899371,1,23,43,17,9,4,0
1471,10817693,5,89.75,120.75,138.5,0.25716332378223494,0.3459885386819484,0.3968481375358166,2,140,116,460,19,5,1
1472,10803706,6,337.5,266.5,137.5,0.45515846257585973,0.3594066082265678,0.18543492919757248,3,370,221,493,27,6,0
1473,10676555,8,62.0,373.75,102.0,0.11529521152952116,0.695025569502557,0.1896792189679219,1,206,185,566,19,8,0
1474,10845399,2,0.0,0.0,4.0,0.0,0.0,1.0,2,0,8,7,2,4,0
1475,10804971,10,435.0,652.0,223.5,0.331934376192293,0.4975200305227013,0.17054559328500574,2,158,98,165,22,10,1
1476,10721633,9,403.5,280.5,102.25,0.5131955484896661,0.3567567567567568,0.1300476947535771,4,248,231,766,23,4,1
1477,10851737,4,132.25,312.0,607.75,0.125712927756654,0.2965779467680608,0.5777091254752852,1,548,438,537,18,10,0
1478,10803734,5,201.5,493.0,294.75,0.20368966388678292,0.4983573414202679,0.2979529946929492,2,200,86,375,29,6,1
1479,10699627,8,197.0,667.25,29.5,0.22041958041958043,0.7465734265734266,0.03300699300699301,3,342,222,923,28,11,0
1480,10831030,5,103.0,86.5,121.0,0.33172302737520126,0.2785829307568438,0.3896940418679549,2,41,90,99,11,4,0
1481,A7651,6,48.5,69.5,80.5,0.24433249370277077,0.3501259445843829,0.40554156171284633,2,9,30,209,20,6,1
1482,10805137,9,1019.5,834.75,122.0,0.515876027830487,0.4223908918406072,0.06173308032890575,3,313,217,377,27,15,1
1483,A7204,6,117.0,0.0,8.0,0.936,0.0,0.064,1,21,89,150,8,5,1
1484,10763851,5,162.0,188.5,23.25,0.4334448160535117,0.5043478260869565,0.06220735785953177,3,89,88,215,15,11,1
1485,10822168,10,75.0,251.5,48.0,0.20026702269692923,0.671562082777036,0.12817089452603472,3,76,49,240,51,6,1
1486,10804476,7,11.0,113.5,148.0,0.04036697247706422,0.41651376146788993,0.5431192660550459,1,348,353,546,21,8,0
1487,10859261,1,0.0,0.0,8.0,0.0,0.0,1.0,1,0,49,8,2,7,1
1488,10848710,2,234.0,26.0,1.0,0.896551724137931,0.09961685823754789,0.0038314176245210726,1,28,47,20,5,6,1
1489,10804128,1,0.0,0.0,9.0,0.0,0.0,1.0,1,0,7,16,3,5,0
1490,10804397,5,241.0,0.0,18.0,0.9305019305019305,0.0,0.0694980694980695,1,17,32,25,7,5,1
1491,10826588,9,2467.75,1656.0,919.0,0.48936592137226714,0.32839224629418473,0.18224183233354815,3,815,249,1141,47,11,1
1492,10874162,3,4.0,37.0,42.0,0.04819277108433735,0.4457831325301205,0.5060240963855421,2,10,72,87,7,4,1
1493,10860404,6,25.0,7.0,13.0,0.5555555555555556,0.15555555555555556,0.28888888888888886,1,38,79,181,10,8,1
1494,A7413,5,11.5,435.5,124.5,0.020122484689413824,0.7620297462817148,0.2178477690288714,3,56,72,191,15,4,1
1495,10851060,10,471.75,255.0,52.0,0.6057784911717496,0.3274478330658106,0.06677367576243981,3,157,116,271,23,14,0
1496,10740846,5,5.5,10.25,5.0,0.26506024096385544,0.4939759036144578,0.24096385542168675,1,20,50,233,12,7,0
1497,10875039,6,103.5,442.5,9.5,0.1863186318631863,0.7965796579657966,0.017101710171017102,1,72,80,98,11,6,0
1498,10882873,5,193.5,103.5,11.25,0.6277372262773723,0.3357664233576642,0.0364963503649635,1,11,39,46,7,6,1
1499,10831029,9,189.25,217.0,208.5,0.30784871899145994,0.3529890199267995,0.3391622610817405,1,33,60,154,19,6,1
1500,10805094,3,58.5,177.25,130.75,0.15961800818553887,0.48362892223738063,0.3567530695770805,1,15,39,36,9,8,1
1501,10805558,8,477.5,499.0,197.0,0.40690242863229653,0.4252236898167874,0.16787388155091607,2,32,39,138,24,4,1
1502,C6473,7,509.25,837.75,329.5,0.3037578288100209,0.4997017596182523,0.1965404115717268,3,282,170,304,22,4,1
1503,10805045,9,199.0,93.25,197.5,0.4063297600816743,0.19040326697294538,0.4032669729453803,2,331,174,268,23,9,0
1504,10804685,5,1.0,299.0,1.0,0.0033222591362126247,0.9933554817275747,0.0033222591362126247,3,33,91,78,9,6,1
1505,10860596,4,0.0,27.0,3.0,0.0,0.9,0.1,1,10,42,19,6,5,0
1506,10864464,6,109.5,231.0,12.0,0.31063829787234043,0.6553191489361702,0.03404255319148936,2,38,53,59,9,5,1
1507,10859791,2,13.25,1596.75,197.75,0.007329553312128336,0.8832803208408242,0.10939012584704744,2,121,97,369,29,8,0
1508,10811375,4,9.0,18.5,32.0,0.15126050420168066,0.31092436974789917,0.5378151260504201,1,9,27,98,9,5,0
1509,10817441,3,98.0,4.25,18.0,0.814968814968815,0.035343035343035345,0.1496881496881497,2,7,96,69,6,8,1
1510,10816111,5,20.0,21.0,28.0,0.2898550724637681,0.30434782608695654,0.4057971014492754,3,56,74,201,10,5,0
1511,10785929,9,58.5,336.25,20.25,0.14096385542168674,0.8102409638554217,0.04879518072289157,3,124,142,479,20,5,0
1512,10832851,3,0.0,4.0,5.0,0.0,0.4444444444444444,0.5555555555555556,2,1,93,69,5,10,0
1513,10805392,3,0.0,4.0,1.0,0.0,0.8,0.2,2,1,14,20,4,5,1
1514,10804424,8,191.0,1309.0,530.5,0.09406550110810145,0.6446688007879833,0.2612656981039153,2,444,270,354,26,12,0
1515,A7622,5,0.0,28.0,58.5,0.0,0.3236994219653179,0.6763005780346821,2,5,45,30,5,5,0
1516,10804852,5,27.0,206.0,306.0,0.05009276437847866,0.3821892393320965,0.5677179962894249,1,137,319,309,15,4,1
1517,10805069,6,200.0,287.0,15.0,0.398406374501992,0.5717131474103586,0.029880478087649404,1,67,76,257,16,8,0
1518,10805079,4,23.0,0.0,48.0,0.323943661971831,0.0,0.676056338028169,1,13,53,39,4,6,0
1519,10804962,3,32.5,92.5,96.0,0.14705882352941177,0.41855203619909503,0.4343891402714932,4,144,215,245,11,4,0
1520,10857669,4,182.0,225.0,78.0,0.3752577319587629,0.4639175257731959,0.16082474226804125,1,219,290,541,18,4,0
1521,10804323,5,61.25,285.5,116.0,0.1323608860075635,0.6169638033495408,0.2506753106428957,2,61,172,187,19,8,0
1522,10820898,4,302.5,464.25,11.0,0.388942462230794,0.5969141755062681,0.014143362262937963,3,36,65,65,12,4,1
1523,D6188,6,26.5,14.5,162.25,0.13038130381303814,0.07134071340713408,0.7982779827798278,1,112,149,207,12,6,1
1524,A7687,7,109.5,71.75,103.0,0.38522427440633245,0.25241864555848725,0.3623570800351803,1,5,25,206,16,9,1
1525,10805236,8,175.25,26.0,80.5,0.6220053238686779,0.09228039041703638,0.2857142857142857,3,82,51,160,15,11,1
1526,10832174,9,122.5,186.0,361.0,0.18297236743838685,0.27781926811053026,0.5392083644510829,1,184,130,297,22,6,1
1527,A7513,2,2.0,5.0,4.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,1,8,33,57,5,5,0
1528,N8573,4,34.0,145.5,76.5,0.1328125,0.568359375,0.298828125,1,23,46,22,7,4,1
1529,10804910,5,25.5,0.0,131.25,0.16267942583732056,0.0,0.8373205741626795,3,18,143,60,8,4,1
1530,10832208,4,122.5,1216.75,254.5,0.07686274509803921,0.7634509803921569,0.1596862745098039,1,148,152,330,26,11,0
1531,10829454,4,0.0,116.0,14.0,0.0,0.8923076923076924,0.1076923076923077,2,3,44,23,5,4,0
1532,10804519,5,12.0,44.0,36.0,0.13043478260869565,0.4782608695652174,0.391304347826087,2,11,81,122,10,4,1
1533,D6320,4,100.0,283.5,159.5,0.1841620626151013,0.5220994475138122,0.2937384898710866,1,7,28,17,7,4,1
1534,10826933,7,410.5,330.5,51.0,0.5183080808080808,0.4172979797979798,0.06439393939393939,1,136,126,275,19,7,0
1535,10803240,6,36.0,11.0,138.0,0.1945945945945946,0.05945945945945946,0.745945945945946,1,88,194,116,10,4,0
1536,10803670,6,414.75,278.25,462.25,0.35901320060592945,0.24085695736853496,0.4001298420255356,3,226,144,636,28,6,1
1537,10804850,5,52.0,352.75,13.0,0.12447636146020347,0.8444045481747456,0.031119090365050867,2,258,207,202,13,6,1
1538,10803671,2,0.0,200.0,88.0,0.0,0.6944444444444444,0.3055555555555556,1,0,77,21,5,9,0
1539,A7224,5,31.0,95.0,14.0,0.22142857142857142,0.6785714285714286,0.1,2,30,82,304,14,4,1
1540,10765416,6,27.5,127.5,43.0,0.1388888888888889,0.6439393939393939,0.21717171717171718,2,146,233,121,10,6,1
1541,10804546,3,181.5,326.5,1146.5,0.10970081595648232,0.19734058627984286,0.6929585977636749,2,38,79,75,13,4,1
1542,10848237,3,0.0,43.5,64.0,0.0,0.4046511627906977,0.5953488372093023,1,4,21,13,3,4,0
1543,10813870,3,1.0,254.0,26.5,0.003552397868561279,0.9023090586145648,0.0941385435168739,2,38,143,38,5,4,0
1544,10804907,3,0.0,61.0,2.0,0.0,0.9682539682539683,0.031746031746031744,1,14,42,11,4,4,1
1545,10805034,5,42.0,130.5,29.5,0.2079207920792079,0.6460396039603961,0.14603960396039603,1,123,141,115,9,5,0
1546,10804111,3,0.0,205.5,90.25,0.0,0.694843617920541,0.305156382079459,1,106,361,157,6,5,1
1547,10803625,10,82.5,472.0,230.0,0.10516252390057361,0.6016571064372211,0.29318036966220523,5,558,317,698,32,6,0
1548,10804281,5,604.75,239.0,117.25,0.6292924037460979,0.24869927159209157,0.12200832466181061,3,91,74,117,15,5,1
1549,10833198,7,72.5,387.25,253.75,0.10161177295024527,0.5427470217238963,0.35564120532585847,1,102,98,346,22,8,1
1550,D6338,5,0.0,4.0,53.5,0.0,0.06956521739130435,0.9304347826086956,1,44,139,85,7,4,0
1551,10803535,10,167.0,292.25,3.0,0.36127636560302867,0.6322336398053001,0.006489994591671174,2,128,126,222,15,7,0
1552,10837536,9,210.25,668.25,476.0,0.1552233296419343,0.49335548172757476,0.35142118863049093,4,265,97,715,48,7,0
1553,10830450,4,75.5,104.0,299.0,0.15778474399164055,0.2173458725182863,0.6248693834900731,2,109,221,204,14,4,0
1554,10804326,8,74.0,110.5,170.0,0.20874471086036672,0.31170662905500707,0.4795486600846262,2,37,73,96,13,6,1
1555,10859657,4,27.25,209.5,42.5,0.09758281110116383,0.7502238137869293,0.1521933751119069,1,43,53,78,10,10,0
1556,10761402,8,124.0,147.5,17.5,0.4290657439446367,0.5103806228373703,0.06055363321799308,1,20,43,215,18,8,1
1557,10887294,4,68.0,10.0,40.0,0.576271186440678,0.0847457627118644,0.3389830508474576,1,52,163,91,6,4,0
1558,10873231,2,0.0,461.75,205.75,0.0,0.6917602996254681,0.30823970037453186,1,71,48,239,24,6,0
1559,A7764,5,0.0,138.0,395.0,0.0,0.2589118198874296,0.7410881801125704,1,12,34,112,12,4,1
1560,10804872,7,67.0,148.5,151.5,0.18256130790190736,0.40463215258855584,0.4128065395095368,1,68,98,284,18,8,1
1561,10872281,4,19.0,43.0,19.0,0.2345679012345679,0.5308641975308642,0.2345679012345679,1,36,52,36,6,4,0
1562,10816464,3,30.0,34.0,3.5,0.4444444444444444,0.5037037037037037,0.05185185185185185,4,2,5,11,8,7,0
1563,10805088,6,41.0,169.0,44.0,0.16141732283464566,0.6653543307086615,0.1732283464566929,1,19,39,178,18,4,1
1564,10882788,4,0.0,8.0,71.5,0.0,0.10062893081761007,0.89937106918239,2,56,249,139,8,4,0
1565,A7707,5,0.0,16.0,29.5,0.0,0.3516483516483517,0.6483516483516484,3,8,32,29,7,5,0
1566,10804006,2,13.0,85.0,70.0,0.07738095238095238,0.5059523809523809,0.4166666666666667,1,102,138,389,13,4,0
1567,10804601,5,0.0,4.0,69.0,0.0,0.0547945205479452,0.9452054794520548,2,39,150,66,9,6,0
1568,10804705,2,14.0,0.0,15.0,0.4827586206896552,0.0,0.5172413793103449,2,18,87,39,4,8,0
1569,10804065,3,0.0,0.0,770.5,0.0,0.0,1.0,1,2,272,101,6,5,0
1570,10803904,1,52.0,73.5,149.5,0.1890909090909091,0.2672727272727273,0.5436363636363636,1,75,167,399,10,4,0
1571,10804963,4,7.5,10.0,12.0,0.2542372881355932,0.3389830508474576,0.4067796610169492,1,5,40,64,7,5,1
1572,10803784,3,50.25,70.25,26.0,0.3430034129692833,0.47952218430034127,0.17747440273037543,2,27,45,110,15,8,0
1573,10833885,3,257.0,376.0,163.0,0.3228643216080402,0.4723618090452261,0.20477386934673367,3,149,164,210,13,5,1
1574,10874854,4,13.0,27.5,64.0,0.12440191387559808,0.2631578947368421,0.6124401913875598,1,20,55,114,11,4,1
1575,10846377,9,1365.25,1055.75,167.0,0.5275309119010819,0.4079404945904173,0.06452859350850078,5,538,331,557,28,5,1
